"","station_nm","agency_cd","site_no","dec_lat_va","dec_lon_va","hucCd","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"660","SPRW-52","21AWIC","21AWIC-7013",33.951492,-87.299145,"03160109","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-7013","SPRW-52","River/Stream","Spring Ck @ BW Manchester Mine Rd; US BWMW-2/O.F.#36 Leslie Stephens (PERC Engineering - Consultants for Black Warrior Minerals): (205)384-2300 Pearl (Site Superintendant):  (205)527-5784","03160109",NA,NA,NA,NA,33.951492,-87.299145,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","127",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"661","SPRW-51","21AWIC","21AWIC-7014",33.94799,-87.299566,"03160109","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-7014","SPRW-51","River/Stream","UT to Spring Ck @ BW Manchester Mine Rd; DS BWMW-2/O.F.#36 Leslie Stephens (PERC Engineering - Consultants for Black Warrior Minerals): (205)384-2300 Pearl (Site Superintendant):  (205)527-5784","03160109",NA,NA,NA,NA,33.94799,-87.299566,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","127",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"662","CLCJ-3","21AWIC","21AWIC-7015",33.607237,-87.135261,"03160111","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-7015","CLCJ-3","River/Stream","Coal Ck @ Alliance Rd; DS TPPJ-1 /O.F. #47","03160111",NA,NA,NA,NA,33.607237,-87.135261,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","073",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"663","CLCJ-4","21AWIC","21AWIC-7016",33.600105,-87.138493,"03160111","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-7016","CLCJ-4","River/Stream","Coal Ck @ parallel to Alliance Rd just DS of WIMJ-1 /O.F. #1","03160111",NA,NA,NA,NA,33.600105,-87.138493,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","073",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"664","MCKC-2","21AWIC","21AWIC-702",34.78602,-87.54073,"06030005","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-702","MCKC-2","River/Stream","McKiernan Creek @ River Road","06030005",NA,NA,NA,NA,34.78602,-87.54073,24000,NA,NA,"Interpolation-Map","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","033",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"665","MFBN-1","21AWIC","21AWIC-703",34.55971,-87.34343,"06030005","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-703","MFBN-1","River/Stream","Muddy Fork of Big Nance Creek @ AL Hwy 157.","06030005",NA,NA,NA,NA,34.55971,-87.34343,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","079",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"666","MFBN-2","21AWIC","21AWIC-704",34.541,-87.3571,"06030005","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-704","MFBN-2","River/Stream","Muddy Fork of Big Nance Creek @ Lawrence Co. Rd. 236.","06030005",NA,NA,NA,NA,34.541,-87.3571,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","079",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"667","MFBN-3","21AWIC","21AWIC-705",34.52359,-87.35356,"06030005","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-705","MFBN-3","River/Stream","Muddy Fork Big Nance Creek at CR  234","06030005",NA,NA,NA,NA,34.52359,-87.35356,24000,NA,NA,"Interpolation-Map","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","079",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"668","MIFB-1","21AWIC","21AWIC-7050",30.3637,-87.6027,"03140107","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-7050","MIFB-1","River/Stream","Miflin Ck at Co Rd 20.","03140107",NA,NA,NA,NA,30.3637,-87.6027,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","003",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"669","MGRB-9","21AWIC","21AWIC-7051",30.3902,-87.8082,"03160205","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-7051","MGRB-9","River/Stream","Magnolia River downstream of Noltie Creek.","03160205",NA,NA,NA,NA,30.3902,-87.8082,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","003",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"670","MFBN-4","21AWIC","21AWIC-706",34.4987,-87.305,"06030005","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-706","MFBN-4","River/Stream","Crow Branch @ Lawrence Co. Rd. 167.; approx. 0.4 mile upstream of confluence with Muddy Fork.","06030005",NA,NA,NA,NA,34.4987,-87.305,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","079",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"671","DLVB-2","21AWIC","21AWIC-7072",30.65269,-87.91181,"03160204","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-7072","DLVB-2","River/Stream","D'Olive Ck upstream of Co Rd 11","03160204",NA,NA,NA,NA,30.65269,-87.91181,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","003",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"672","BMCB-3","21AWIC","21AWIC-7090",30.7399,-87.8746,"03160204","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-7090","BMCB-3","River/Stream","Bay Minette Ck @ Bromely Rd","03160204",NA,NA,NA,NA,30.7399,-87.8746,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","003",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"673","MLPM-1","21AWIC","21AWIC-714",34.34155,-86.55653,"06030002","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-714","MLPM-1","River/Stream","Mill Pond Creek @ Mill Pond Bridge (Matt Morrow Rd)","06030002",NA,NA,NA,NA,34.34155,-86.55653,24000,NA,NA,"Interpolation-Map","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","095",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"674","MO-1A","21AWIC","21AWIC-716",30.8364,-87.94406,"03160204","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-716","MO-1A","River/Stream","Mobile River at L&N Railroad crossing.","03160204",NA,NA,NA,NA,30.8364,-87.94406,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","003",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"675","MO-2","21AWIC","21AWIC-717",30.69137,-88.03646,"03160204","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-717","MO-2","River/Stream","Mobile River @ Government Sreet (Bankhead Tunnel) in Mobile at Alabama State Docks","03160204",NA,NA,NA,NA,30.69137,-88.03646,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","097",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"676","FWLM-2","21AWIC","21AWIC-7270",30.5011,-88.1814,"03160205","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-7270","FWLM-2","River/Stream","Fowl R @ Half Mile Rd-USGS gage-02471078","03160205",NA,NA,NA,NA,30.5011,-88.1814,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","097",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"677","SDYB-2","21AWIC","21AWIC-7290",30.3704,-87.6184,"03140107","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-7290","SDYB-2","River/Stream","Sandy Creek approximately 50ft downstream of Co Rd 20/ Miflin Rd.","03140107",NA,NA,NA,NA,30.3704,-87.6184,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","003",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"678","JORE-4","21AWIC","21AWIC-73",32.666358,-86.300599,"03150107","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-73","JORE-4","River/Stream","Deepest point, main creek channel, Weoka Creek embayment, approx. 0.5 miles upstream of lake confluence.","03150107",NA,NA,NA,NA,32.666358,-86.300599,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","051",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"679","MUDM-1","21AWIC","21AWIC-732",34.35529,-86.65454,"06030002","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-732","MUDM-1","River/Stream","Mud Creek @ Gum Pond Rd Bridge","06030002",NA,NA,NA,NA,34.35529,-86.65454,24000,NA,NA,"Interpolation-Map","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","103",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"680","HMCM-2","21AWIC","21AWIC-7330",30.606189,-88.150531,"03160205","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-7330","HMCM-2","River/Stream","Halls Mill Ck Approx. 1000 ft upstream of I-10","03160205",NA,NA,NA,NA,30.606189,-88.150531,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","01","097",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"681","RBTM-5","21AWIC","21AWIC-7331",30.56503,-88.14146,"03160205","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-7331","RBTM-5","River/Stream","Rabbit Creek approximately 1 mile upstream of Hwy 193.","03160205",NA,NA,NA,NA,30.56503,-88.14146,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","01","097",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"682","NEDG-2","21AWIC","21AWIC-734",32.6987,-87.9032,"03160113","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-734","NEDG-2","River/Stream","Needham Creek @ US Hwy 43.","03160113",NA,NA,NA,NA,32.6987,-87.9032,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","063",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"683","ESLM-4","21AWIC","21AWIC-7350",30.646504,-88.095565,"03160205","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-7350","ESLM-4","River/Stream","Eslava Ck 1400ft upstream of McVay Rd","03160205",NA,NA,NA,NA,30.646504,-88.095565,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","01","097",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"684","JORE-5","21AWIC","21AWIC-74",32.637159,-86.264487,"03150107","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-74","JORE-5","River/Stream","Deepest point, main creek channel, Sofkahatchee Creek embayment, approx. 0.5 miles upstream of lake confluence.","03150107",NA,NA,NA,NA,32.637159,-86.264487,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","051",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"685","TENR-215","21AWIC","21AWIC-7430",34.9983,-88.1989,"06030005","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-7430","TENR-215","River/Stream","PICKWICK RESERVOIR ON THE TENNESSEE RIVER AT MILE 215.1","06030005",NA,NA,NA,NA,34.9983,-88.1989,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","077",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"686","OTC-1","21AWIC","21AWIC-747",33.81614,-87.05466,"03160109","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-747","OTC-1","River/Stream","Old Town Creek @ Walker Co. Rd. 81.; Approx. 0.1 mile upstream of confluence with Black Warrior River.","03160109",NA,NA,NA,NA,33.81614,-87.05466,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","127",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"687","TIBC-1","21AWIC","21AWIC-7490",34.262151,-86.513919,"03160109","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-7490","TIBC-1","River/Stream","Located at Cullman County Road 1823, Arab Alabama aprox. 0.7 miles upstream of mouth.","03160109",NA,NA,NA,NA,34.262151,-86.513919,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","043",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"688","CANW-33","21AWIC","21AWIC-7510",33.70939,-87.39071,"03160109","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-7510","CANW-33","River/Stream","Cane Creek at Al Hwy 69 near Oakman","03160109",NA,NA,NA,NA,33.70939,-87.39071,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","127",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"689","PATC-1","21AWIC","21AWIC-752",31.4384,-86.1121,"03140202","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-752","PATC-1","River/Stream","Patrick Cr On Coffee County Rd 368 (was Co 97)","03140202",NA,NA,NA,NA,31.4384,-86.1121,24000,NA,NA,"Interpolation-Map","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","031",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"690","MBFW-3","21AWIC","21AWIC-7530",33.827546,-87.052377,"03160109","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-7530","MBFW-3","River/Stream","On the Mulberry Fork, approximately 1 mile or so upstream of the confluence with the Sipsey Fork.","03160109",NA,NA,NA,NA,33.827546,-87.052377,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","127",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"691","SF-5","21AWIC","21AWIC-7550",33.826981,-87.069306,"03160110","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-7550","SF-5","River/Stream","Sipsey Fk, approximately 1 mile upstream of the confluence with the Mulberry Fork.","03160110",NA,NA,NA,NA,33.826981,-87.069306,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","127",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"692","VLGJ-10","21AWIC","21AWIC-7570",33.577711,-86.718303,"03160111","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-7570","VLGJ-10","River/Stream","County: JEFFERSON, Alabama  Ecoregion: 67f","03160111",NA,NA,NA,NA,33.577711,-86.718303,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","073",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"693","SF-6","21AWIC","21AWIC-7590",33.908644,-87.082258,"03160110","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-7590","SF-6","River/Stream","Sipsey Fork AL HWY 69 Bridge @ the Riverside Fly Shop boat ramp.","03160110",NA,NA,NA,NA,33.908644,-87.082258,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","043",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"694","TRKJ-1A","21AWIC","21AWIC-7610",33.759004,-86.827143,"03160111","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-7610","TRKJ-1A","River/Stream","Turkey Creek at Sardis Road (Jefferson Co. Rd 144).","03160111",NA,NA,NA,NA,33.759004,-86.827143,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","073",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"695","TRKJ-2A","21AWIC","21AWIC-7611",33.729243,-86.739746,"03160111","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-7611","TRKJ-2A","River/Stream","Turkey Creek @ Jefferson Co Rd 131 (Morris-Majestic Rd).","03160111",NA,NA,NA,NA,33.729243,-86.739746,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","073",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"696","TRKJ-3","21AWIC","21AWIC-7612",33.702484,-86.69717,"03160111","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-7612","TRKJ-3","River/Stream","Turkey Creek @ Preserve Park rapids","03160111",NA,NA,NA,NA,33.702484,-86.69717,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","073",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"697","CTNT-1","21AWIC","21AWIC-7613",33.200562,-87.446348,"03160112","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-7613","CTNT-1","River/Stream","Cottondale Creek @ Keenes Mill Rd (Tuscaloosa Co Rd 32).","03160112",NA,NA,NA,NA,33.200562,-87.446348,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","125",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"698","CRTT-1","21AWIC","21AWIC-7614",33.006811,-87.622123,"03160113","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-7614","CRTT-1","River/Stream","Carthage Br @ dirt road approximately 1/2 mile down Cherokee Bend Drive.","03160113",NA,NA,NA,NA,33.006811,-87.622123,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","125",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"699","PGC-1","21AWIC","21AWIC-767",33.359,-87.3932,"03160112","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-767","PGC-1","River/Stream","Pegues Creek off the end of unnamed road in T19S, R8W, S29, SW1/4.; approx. 2.1 miles upstream of confluence with Black Warrior River.","03160112",NA,NA,NA,NA,33.359,-87.3932,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","125",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"700","DNCT-2","21AWIC","21AWIC-7672",33.305016,-87.385126,"03160112","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-7672","DNCT-2","River/Stream","Daniel Cr @ Coalbed Methane pad off of Davis Road","03160112",NA,NA,NA,NA,33.305016,-87.385126,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","125",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"701","BLKJ-2","21AWIC","21AWIC-7691",33.644544,-86.774686,"03160111","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-7691","BLKJ-2","River/Stream","Black Creek at Cottonwood Road (.2 mile to No Dumping Sign)","03160111",NA,NA,NA,NA,33.644544,-86.774686,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","073",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"702","YATE-3","21AWIC","21AWIC-77",32.6432,-85.8969,"03150110","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-77","YATE-3","River/Stream","Deepest point, main creek channel, Channahatchee Creek embayment, approx. 0.5 miles upstream of lake confluence.","03150110",NA,NA,NA,NA,32.6432,-85.8969,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","051",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"703","DUCC-8","21AWIC","21AWIC-7770",34.086827,-86.698041,"03160109","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-7770","DUCC-8","River/Stream","Duck River @ County Road 747, just US of the mouth.","03160109",NA,NA,NA,NA,34.086827,-86.698041,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","043",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"704","DAVT-5","21AWIC","21AWIC-7790",33.40089,-87.337902,"03160112","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-7790","DAVT-5","River/Stream","Davis Cr north of Pegues Cr Rd off of coalbed methane pad.","03160112",NA,NA,NA,NA,33.40089,-87.337902,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","125",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"705","JORE-3","21AWIC","21AWIC-78",32.654207,-86.327681,"03150107","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-78","JORE-3","River/Stream","Deepest point, main creek channel, Shoal Creek embayment, immed. upstream of Elmore Co. Rd. 23 bridge.","03150107",NA,NA,NA,NA,32.654207,-86.327681,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","051",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"706","MLCT-3","21AWIC","21AWIC-7810",33.241368,-87.603194,"03160113","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-7810","MLCT-3","River/Stream","Mill Creek at the end of Eleanor Street off of Hwy 43.","03160113",NA,NA,NA,NA,33.241368,-87.603194,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","125",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"707","CANW-1A","21AWIC","21AWIC-7830",33.68765,-87.30972,"03160109","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-7830","CANW-1A","River/Stream","Cane Cr on mining land uostream of concrete ford.","03160109",NA,NA,NA,NA,33.68765,-87.30972,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","127",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"708","PNDC-5","21AWIC","21AWIC-786",34.7744,-87.635,"06030005","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-786","PNDC-5","River/Stream","Pond Creek upstream of Oxychem process and stormwater outfall. S24, SE1/4, SE1/4.","06030005",NA,NA,NA,NA,34.7744,-87.635,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","033",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"709","PNDC-10","21AWIC","21AWIC-787",34.789578,-87.643917,"06030005","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-787","PNDC-10","River/Stream","Pond Creek at mouth upstream of TVA trail bridge","06030005",NA,NA,NA,NA,34.789578,-87.643917,24000,NA,NA,"Interpolation-Map","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","033",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"710","CNRC-2","21AWIC","21AWIC-7870",31.348369,-86.529417,"03140301","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-7870","CNRC-2","River/Stream","Conecuh R just upstream of the River Falls bridge (Hwy 84)","03140301",NA,NA,NA,NA,31.348369,-86.529417,24000,NA,NA,"Interpolation-Map","NAD83",NA,NA,NA,NA,NA,NA,"US","01","039",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"711","PNTC-11","21AWIC","21AWIC-788",33.01838,-86.44741,"03150107","21AWIC","ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA","21AWIC-788","PNTC-11","River/Stream","Paint Cr at unnamed Co Rd. off of Coosa Co Rd. 56 nr Marble Valley--trib. to Lay Lake/Coosa R.;Validated Ecoregional Reference Site","03150107",NA,NA,NA,NA,33.01838,-86.44741,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US","01","037",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
